S_No,REGION,COUNTY,SUB_COUNTY,UIC,KNEC,SCHOOL_NAME,CLUSTER,TYPE,DISABILITY_TYPE,ACCOMMODATION_TYPE,GENDER
3731,NYANZA,KISUMU,NYAKACH,FUBM,39733110,ST ALOYS GEM SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3732,NYANZA,KISUMU,NYAKACH,GUJB,39733219,ST MARY'S NYAMARIMBA GIRLS SECONDARY SCHOOL,C4,PUBLIC,NONE,BOARDING,GIRLS
3733,NYANZA,KISUMU,NYAKACH,K5BB,39733217,ST. ANTONY'S SECONDARY SCHOOL - KAJIMBO,C4,PUBLIC,NONE,DAY,MIXED
3734,NYANZA,KISUMU,NYAKACH,27SD,39733111,ST. CHARLES LWANGA NDORI SECONDARY SCOOL,C4,PUBLIC,NONE,DAY,MIXED
3735,NYANZA,KISUMU,NYAKACH,NC35,39733220,ST. CORNELIUS RAMULA ODOWA SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3736,NYANZA,KISUMU,NYAKACH,RZ7P,39733224,ST. GEORGE SPECIAL SECONDARY SCHOOL,C1,PUBLIC,NONE,DAY,MIXED
3737,NYANZA,KISUMU,NYAKACH,XM38,39733218,ST. HILARIUS NYABONDO MIXED SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3738,NYANZA,KISUMU,NYAKACH,W3D3,39733311,ST. PATRICK'S OBANGE SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3739,NYANZA,KISUMU,NYAKACH,EFNW,39733117,ST.LAWRENCE KOGOLA SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3740,NYANZA,KISUMU,NYAKACH,BSHQ,39733307,THURDIBUORO MIXED SECONDARY SCHOOL,C2,PUBLIC,NONE,DAY,MIXED
3741,NYANZA,KISUMU,NYAKACH,CM74,39733112,THURGEM SECONDARY SCHOOL,C3,PUBLIC,NONE,DAY,MIXED
3742,NYANZA,KISUMU,NYAKACH,R4CT,39733113,URUDI MIXED SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3743,NYANZA,KISUMU,NYAKACH,JHBY,39733222,WILLIAM BOOTH-BAR KAWARINDA MIXED DAY SECONDARY,C4,PUBLIC,NONE,DAY,MIXED
3744,NYANZA,KISUMU,NYANDO,A7HA,39713001,AHERO GIRLS SECONDARY SCHOOL,C2,PUBLIC,NONE,BOARDING,GIRLS
3745,NYANZA,KISUMU,NYANDO,5BJ8,39713017,APONDO MIXED DAY SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3746,NYANZA,KISUMU,NYANDO,BY79,39713016,AWASI P.A.G. GIRLS' SECONDARY SCHOOL,C4,PUBLIC,NONE,BOARDING,GIRLS
3747,NYANZA,KISUMU,NYANDO,36QV,39713002,AWASI PAG BOYS HIGH SCHOOL,C3,PUBLIC,NONE,BOARDING,BOYS
3748,NYANZA,KISUMU,NYANDO,Z6UT,39713004,BUNDE MIXED SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3749,NYANZA,KISUMU,NYANDO,YR9F,39713020,DISI SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3750,NYANZA,KISUMU,NYANDO,JKUA,39713046,HON. JARED OKELLO OLASI MIXED SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3751,NYANZA,KISUMU,NYANDO,84JB,39713045,KANYANG'ORO MIXED SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3752,NYANZA,KISUMU,NYANDO,BK85,39713019,KARANDA MIXED SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3753,NYANZA,KISUMU,NYANDO,YRPA,39713007,KATOLO MIXED SECONDARY SCHOOL,C3,PUBLIC,NONE,DAY,MIXED
3754,NYANZA,KISUMU,NYANDO,QRRS,39713009,KOCHOGO HIGH SCHOOL,C4,PUBLIC,NONE,BOARDING,MIXED
3755,NYANZA,KISUMU,NYANDO,BRYL,39713018,KOWUOR SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3756,NYANZA,KISUMU,NYANDO,HM3A,39713040,NYALENDA GIRLS SECONDARY SCHOOL,C4,PUBLIC,NONE,BOARDING,GIRLS
3757,NYANZA,KISUMU,NYANDO,23EQ,39713013,OKANJA MIXED SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3758,NYANZA,KISUMU,NYANDO,4XVZ,39713043,OMBAKA MIXED SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3759,NYANZA,KISUMU,NYANDO,YXVQ,39713006,ONJIKO HIGH SCHOOL,C2,PUBLIC,NONE,BOARDING,MIXED
3760,NYANZA,KISUMU,NYANDO,5QZS,39713044,ONJIKO KOBONGO MIXED SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3761,NYANZA,KISUMU,NYANDO,2QH6,39713011,OREN MIXED SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3762,NYANZA,KISUMU,NYANDO,HH4W,39713014,PALA MIXED SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3763,NYANZA,KISUMU,NYANDO,4EAB,39713005,ST. CAMULUS OGWEDHI MIXED SEC SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3764,NYANZA,KISUMU,NYANDO,XCCF,39713003,ST. CHRISTOPHER AYWEYO R. C. MIXED SECONDARY SCH,C4,PUBLIC,NONE,DAY,MIXED
3765,NYANZA,KISUMU,NYANDO,7AT7,39713012,ST. PETER'S KONIM MIXED SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3766,NYANZA,KISUMU,NYANDO,P962,39713039,ST. TERESA'S WAWIDHI MIXED SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3767,NYANZA,KISUMU,NYANDO,N8ZL,39713010,ST.ALEX AYUCHA SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3768,NYANZA,KISUMU,NYANDO,9FY9,39713015,ST.MICHAELS WANG'ANG'A SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3806,EASTERN,KITUI,IKUTHA,CX4A,13357114,ABC KIMWELI SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3807,EASTERN,KITUI,IKUTHA,2WVK,13357107,ATHI MIXED SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3808,EASTERN,KITUI,IKUTHA,Y4BD,13357201,BISHOP WILLIAM DUNNE MUTHUE SEC. SCH.,C4,PUBLIC,NONE,DAY,MIXED
3809,EASTERN,KITUI,IKUTHA,GGT3,13357121,CBM TIMBONI SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3810,EASTERN,KITUI,IKUTHA,GNHY,13357101,IKUTHA BOYS SECONDARY SCHOOL,C2,PUBLIC,NONE,BOARDING,BOYS
3811,EASTERN,KITUI,IKUTHA,4EDY,13357102,IKUTHA GIRLS SECONDARY SCHOOL,C2,PUBLIC,NONE,BOARDING,GIRLS
3812,EASTERN,KITUI,IKUTHA,9327,13357109,ILENGI SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3813,EASTERN,KITUI,IKUTHA,KFT8,13357113,JAMES NDONYI MEMORIAL SEC. SCH.,C4,PUBLIC,NONE,DAY,MIXED
3814,EASTERN,KITUI,IKUTHA,DMP6,13357111,KALIVU SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3815,EASTERN,KITUI,IKUTHA,SX4D,13357119,KAMUTEI SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3816,EASTERN,KITUI,IKUTHA,E854,13357202,KANZIKO SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3817,EASTERN,KITUI,IKUTHA,SBFB,13357104,KASAALA SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3818,EASTERN,KITUI,IKUTHA,PVSC,13357112,KIANGU SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3819,EASTERN,KITUI,IKUTHA,CGD8,13357117,KILAWA MIXED SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3820,EASTERN,KITUI,IKUTHA,37BH,13357103,KITUTI SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3821,EASTERN,KITUI,IKUTHA,7AKV,13357106,KYANDULA SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3822,EASTERN,KITUI,IKUTHA,MJEF,13357108,KYOANI SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3823,EASTERN,KITUI,IKUTHA,9RSJ,13357110,MALUMA SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3824,EASTERN,KITUI,IKUTHA,PGJB,13357209,MIKONGOONI SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3825,EASTERN,KITUI,IKUTHA,L67T,13357105,MONGUNI SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3826,EASTERN,KITUI,IKUTHA,BPU5,13357116,MUTONYA SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3827,EASTERN,KITUI,IKUTHA,MQYJ,13357120,MWAATHE SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3828,EASTERN,KITUI,IKUTHA,2JK9,13357206,MWANGALA SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3829,EASTERN,KITUI,IKUTHA,4L67,13357204,MWANIANGA SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3830,EASTERN,KITUI,IKUTHA,C7TV,13357115,NGWATE MIXED DAY SEC. SCH.,C4,PUBLIC,NONE,DAY,MIXED
3831,EASTERN,KITUI,IKUTHA,VU7H,13357118,NZAINI SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3832,EASTERN,KITUI,IKUTHA,RLP6,13357203,SIMISI SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3833,EASTERN,KITUI,IKUTHA,PUMX,13357205,VUTU MIXED DAY SEC. SCH.,C4,PUBLIC,NONE,DAY,MIXED
3834,EASTERN,KITUI,KATULANI,ZNFU,13353304,IKAVE MIXED SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3835,EASTERN,KITUI,KATULANI,EU9S,13353102,ITOLEKA SECONDARY SCHOOL,C2,PUBLIC,NONE,DAY,MIXED
3836,EASTERN,KITUI,KATULANI,U7LT,13353107,KALUKI NGILU GIRLS SEC. SCH.,C4,PUBLIC,NONE,BOARDING,GIRLS
3837,EASTERN,KITUI,KATULANI,U8M4,13353204,KANGALU SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3838,EASTERN,KITUI,KATULANI,EXE2,13353303,KATHUNGI SECONDARY SCHOOL,C3,PUBLIC,NONE,DAY,MIXED
3839,EASTERN,KITUI,KATULANI,8XC5,13353101,KATULANI SECONDARY SCHOOL,C3,PUBLIC,NONE,DAY,MIXED
3840,EASTERN,KITUI,KATULANI,VLCT,13353207,KAUMBA SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3841,EASTERN,KITUI,KATULANI,U8RW,13353302,KAVISUNI MIXED SEC. SCH,C4,PUBLIC,NONE,DAY,MIXED
3842,EASTERN,KITUI,KATULANI,G4EG,13353104,KAVUTA MIXED DAY SEC. SCH.,C4,PUBLIC,NONE,DAY,MIXED
3843,EASTERN,KITUI,KATULANI,2NT3,13353108,KWA MUKASA MIXED SEC. SCH.,C4,PUBLIC,NONE,DAY,MIXED
3845,EASTERN,KITUI,KATULANI,APXQ,13353205,KYANGUNGA SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3846,EASTERN,KITUI,KATULANI,WURJ,13353306,KYENI GIRLS SCHOOL-KATHUNGU,C4,PUBLIC,NONE,BOARDING,GIRLS
3847,EASTERN,KITUI,KATULANI,CTAK,13353301,MALIKU GIRLS' SECONDARY SCHOOL,C2,PUBLIC,NONE,BOARDING,GIRLS
3848,EASTERN,KITUI,KATULANI,AGDX,13353103,MALUNGU SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3849,EASTERN,KITUI,KATULANI,CSKE,13353305,MAVINDINI SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3850,EASTERN,KITUI,KATULANI,GLL3,13353201,MULANGO GIRLS HIGH SCHOOL,C2,PUBLIC,NONE,BOARDING,GIRLS
3851,EASTERN,KITUI,KATULANI,CBZT,13353106,ST. PATRICK'S ITHIMANI SEC. SCH.,C4,PUBLIC,NONE,DAY,MIXED
3852,EASTERN,KITUI,KATULANI,JGXN,13353206,WII SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3853,EASTERN,KITUI,KATULANI,GQCR,13353105,YAKALIA MIXED DAY SEC. SCH.,C4,PUBLIC,NONE,DAY,MIXED
3854,EASTERN,KITUI,KATULANI,T7PC,13353202,YUMBISYE SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3855,EASTERN,KITUI,KISASI,DZER,13354211,HON. MWALIKA SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3856,EASTERN,KITUI,KISASI,E84J,13354210,HON.CHARLES NYAMAI -KASEVI SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3857,EASTERN,KITUI,KISASI,CCKE,13354110,ITUKI MIXED DAY SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3858,EASTERN,KITUI,KISASI,J2DD,13354205,KANZAU MIXED DAY SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3859,EASTERN,KITUI,KISASI,XY7Z,13354204,KATWALA SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3860,EASTERN,KITUI,KISASI,3RZZ,13354108,KILINYAA MIXED DAY SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3861,EASTERN,KITUI,KISASI,PB4J,13354206,KIMUUNI MIXED DAY SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3862,EASTERN,KITUI,KISASI,XC3N,13354102,KISASI MIXED DAY SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3863,EASTERN,KITUI,KISASI,V7QY,13354101,KISASI SECONDARY SCHOOL,C2,PUBLIC,NONE,DAY,MIXED
3864,EASTERN,KITUI,KISASI,ZT6S,13354103,KITUNGATI MIXED DAY SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3865,EASTERN,KITUI,KISASI,5MG9,13354207,KIVUUNI MIXED SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3866,EASTERN,KITUI,KISASI,E8GT,13354209,MAANGANI MIXED SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3867,EASTERN,KITUI,KISASI,QW4F,13354208,MBITINI COMPLEX HIGH SCHOOL,C4,PUBLIC,NONE,BOARDING,MIXED
3868,EASTERN,KITUI,KISASI,FF4C,13354201,MBITINI GIRLS' SECONDARY SCHOOL,C2,PUBLIC,NONE,BOARDING,GIRLS
3869,EASTERN,KITUI,KISASI,2359,13354202,MBITINI MIXED DAY SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3870,EASTERN,KITUI,KISASI,KHA6,13354203,MOSA SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3871,EASTERN,KITUI,KISASI,CXK4,13354106,MUKAMENI MIXED DAY SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3872,EASTERN,KITUI,KISASI,TL97,13354105,NGANGANI MIXED DAY SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3873,EASTERN,KITUI,KISASI,ZQE6,13354104,NGILUNI SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3874,EASTERN,KITUI,KISASI,UEVF,13354107,NGUUNI SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3875,EASTERN,KITUI,KISASI,E8YS,13354109,UNG'AATU MIXED DAY SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
3996,EASTERN,KITUI,MATINYANI,G9T3,13360105,KALIMANI SECONDARY SCHOOL,C3,PUBLIC,NONE,DAY,MIXED
3997,EASTERN,KITUI,MATINYANI,DQ8T,13360115,KATHEUNI MIXED DAY SEC,C4,PUBLIC,NONE,DAY,MIXED
3998,EASTERN,KITUI,MATINYANI,2GRM,13360103,KAUMA SECONDARY SCHOOL,C3,PUBLIC,NONE,DAY,MIXED
3999,EASTERN,KITUI,MATINYANI,X4BA,13360107,KITHUMULA SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
4000,EASTERN,KITUI,MATINYANI,3RXL,13360102,KYAANI GIRLS SECONDARY SCHOOL,C3,PUBLIC,NONE,BOARDING,GIRLS
4001,EASTERN,KITUI,MATINYANI,9US6,13360112,KYENI SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
4002,EASTERN,KITUI,MATINYANI,S9H3,13360109,MATINYANI MIXED SEC,C4,PUBLIC,NONE,DAY,MIXED
4003,EASTERN,KITUI,MATINYANI,DV7A,13360101,MATINYANI SECONDARY SCHOOL,C2,PUBLIC,NONE,DAY,MIXED
4004,EASTERN,KITUI,MATINYANI,9FL9,13360116,MIKUYUMIKYA SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
4005,EASTERN,KITUI,MATINYANI,AJDB,13360114,MITHIIKWANI MIXED DAY SEC,C4,PUBLIC,NONE,DAY,MIXED
4006,EASTERN,KITUI,MATINYANI,ANFR,13360108,MUTULU SECONDARY SCHOOL,C3,PUBLIC,NONE,DAY,MIXED
4007,EASTERN,KITUI,MATINYANI,B3RK,13360111,NZAKAME MIXED SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
4008,EASTERN,KITUI,MATINYANI,B9TJ,13360118,ST FRANCIS OF ASSISI SEC,C4,PUBLIC,NONE,DAY,MIXED
4009,EASTERN,KITUI,MATINYANI,GSV5,13360123,ST. DORCAS MASELELE SEC,C4,PUBLIC,NONE,DAY,MIXED
4010,EASTERN,KITUI,MATINYANI,L92X,13360113,ST. JOSEPH'S MUSOSYA SEC,C4,PUBLIC,NONE,DAY,MIXED
4011,EASTERN,KITUI,MATINYANI,E8XJ,13360121,ST. PATRICKS KALINDILO SEC,C4,PUBLIC,NONE,DAY,MIXED
4012,EASTERN,KITUI,MATINYANI,95PR,13360122,ST. PETER'S MANZI ITUMO SEC,C4,PUBLIC,NONE,DAY,MIXED
4013,EASTERN,KITUI,MATINYANI,B5QR,13360106,ST.BENEDICT'S MIXED SEC,C4,PUBLIC,NONE,DAY,MIXED
4014,EASTERN,KITUI,MATINYANI,X4F7,13360104,ST.JOHNS KWA MULUNGU SEC,C3,PUBLIC,NONE,DAY,MIXED
4015,EASTERN,KITUI,MATINYANI,AHUQ,13360119,ST.MICHAEL KAVUMBU SEC,C4,PUBLIC,NONE,DAY,MIXED
4016,EASTERN,KITUI,MATINYANI,CMA9,13360120,AIC KITUNDUNI SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
4017,EASTERN,KITUI,MUMONI,4WAU,13350213,KALATINE GIRLS' SECONDARY SCHOOL,C4,PUBLIC,NONE,BOARDING,GIRLS
4018,EASTERN,KITUI,MUMONI,YDMC,13350207,KALIWA SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
4019,EASTERN,KITUI,MUMONI,29EQ,13350205,KAMATHITU SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
4020,EASTERN,KITUI,MUMONI,NEDM,13350209,KAMBUSU SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
4021,EASTERN,KITUI,MUMONI,8WCE,13350210,KASYALANI MIXED DAY SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
4022,EASTERN,KITUI,MUMONI,X28Y,13350214,KATHIANI MIXED DAY SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
4023,EASTERN,KITUI,MUMONI,N5KG,13350222,KATOONI SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
4024,EASTERN,KITUI,MUMONI,WLBZ,13350202,KATSE SECONDARY SCHOOL,C3,PUBLIC,NONE,DAY,MIXED
4025,EASTERN,KITUI,MUMONI,7V9A,13350218,KATUUNI MIXED DAY SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
4026,EASTERN,KITUI,MUMONI,SPHM,13350208,KAUNDU MIXED SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
4027,EASTERN,KITUI,MUMONI,2T98,13350223,MASUKANIONI SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
4028,EASTERN,KITUI,MUMONI,XUBJ,13350215,MUKEKENI SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
4029,EASTERN,KITUI,MUMONI,6NJS,13350212,MUSOSYA MIXED DAY SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
4030,EASTERN,KITUI,MUMONI,6N67,13350221,NGAANI SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
4031,EASTERN,KITUI,MUMONI,L2KE,13350211,NGUNGANI SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
4032,EASTERN,KITUI,MUMONI,XVME,13350201,NGUUKU SECONDARY SCHOOL,C3,PUBLIC,NONE,DAY,MIXED
4033,EASTERN,KITUI,MUMONI,BEEX,13350204,TYAA KAMUTHALE SECONDARY SCHOOL,C3,PUBLIC,NONE,DAY,MIXED
4046,EASTERN,KITUI,MUTITU(cid:13)(cid:10),23CX,13332102,A.I.C SOMBE GIRLS SECONDARY SCHOOL,C2,PUBLIC,NONE,BOARDING,GIRLS
4047,EASTERN,KITUI,MUTITU(cid:13)(cid:10),87HL,13332201,ENDAU SECONDARY SCHOOL,C3,PUBLIC,NONE,DAY,MIXED
4048,EASTERN,KITUI,MUTITU(cid:13)(cid:10),E86K,13332114,ITHANGATHI GIRLS SECONDARY SCHOOL,C4,PUBLIC,NONE,BOARDING,GIRLS
4049,EASTERN,KITUI,MUTITU(cid:13)(cid:10),E885,13332122,KABATI MIXED DAY SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
4050,EASTERN,KITUI,MUTITU(cid:13)(cid:10),E84Q,13332208,KALALANI GIRLS' SECONDARY SCHOOL,C4,PUBLIC,NONE,BOARDING,GIRLS
4051,EASTERN,KITUI,MUTITU(cid:13)(cid:10),DSPM,13332117,KAUMU MIXED SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
4052,EASTERN,KITUI,MUTITU(cid:13)(cid:10),HXHU,13332105,KAVAANI MIXED DAY SECONDARY SCHOOL,C3,PUBLIC,NONE,DAY,MIXED
4053,EASTERN,KITUI,MUTITU(cid:13)(cid:10),PHGZ,13332110,KAWEA MIXED DAY SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
4054,EASTERN,KITUI,MUTITU(cid:13)(cid:10),E8CL,13332209,KIKUU MIXED DAY SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
4055,EASTERN,KITUI,MUTITU(cid:13)(cid:10),HBV4,13332116,KIMANGO MIXED DAY SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
4056,EASTERN,KITUI,MUTITU(cid:13)(cid:10),3THU,13332203,KYAMATU MIXED SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
4057,EASTERN,KITUI,MUTITU(cid:13)(cid:10),ZE95,13332211,KYUKUNI,C4,PUBLIC,NONE,DAY,MIXED
4058,EASTERN,KITUI,MUTITU(cid:13)(cid:10),9QC5,13332212,KYULULU SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
4059,EASTERN,KITUI,MUTITU(cid:13)(cid:10),YAE5,13332207,MAKONGO MIXED SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
4060,EASTERN,KITUI,MUTITU(cid:13)(cid:10),M3RG,13332204,MALALANI MIXED SEC,C4,PUBLIC,NONE,DAY,MIXED
4061,EASTERN,KITUI,MUTITU(cid:13)(cid:10),E8HM,13332115,MALATANI SEC,C4,PUBLIC,NONE,DAY,MIXED
4062,EASTERN,KITUI,MUTITU(cid:13)(cid:10),Y5R9,13332205,MUTHUNGUE MIXED DAY/BOARDING SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
4063,EASTERN,KITUI,MUTITU(cid:13)(cid:10),52VE,13332202,MWITIKA MIXED SEC,C4,PUBLIC,NONE,DAY,MIXED
4064,EASTERN,KITUI,MUTITU(cid:13)(cid:10),E8RP,13332210,NGAAKA YAKWA MIXED SEC,C4,PUBLIC,NONE,DAY,MIXED
4065,EASTERN,KITUI,MUTITU(cid:13)(cid:10),PNMH,13332111,NGUNGI SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
4066,EASTERN,KITUI,MUTITU(cid:13)(cid:10),5YDK,13332206,ST. IGNATIUS SEC - ENDAU,C4,PUBLIC,NONE,DAY,MIXED
4067,EASTERN,KITUI,MUTITU(cid:13)(cid:10),ZDBS,13332215,YIUKU MIXED DAY SEC,C4,PUBLIC,NONE,DAY,MIXED
4068,EASTERN,KITUI,MUTITU(cid:13)(cid:10),LBW4,13332113,ZOMBE DAY / BOARDING SEC,C4,PUBLIC,NONE,DAY,MIXED
4069,EASTERN,KITUI,MUTOMO,H55Y,13317121,CHIEF MAKAU MIXED SEC,C4,PUBLIC,NONE,DAY,MIXED
4070,EASTERN,KITUI,MUTOMO,EJ3H,13317108,ENZOU SECONDARY SCHOOL,C4,PUBLIC,NONE,DAY,MIXED
4071,EASTERN,KITUI,MUTOMO,N2MM,13317105,IKANGA GIRLS' SECONDARY SCHOOL,C3,PUBLIC,NONE,BOARDING,GIRLS
4072,EASTERN,KITUI,MUTOMO,SDWY,13317317,ISAA MIXED SEC,C4,PUBLIC,NONE,DAY,MIXED
4073,EASTERN,KITUI,MUTOMO,P8B6,13317307,KAATENE MIXED SEC,C4,PUBLIC,NONE,DAY,MIXED
4074,EASTERN,KITUI,MUTOMO,B8B2,13317312,KALAMBANI SEC,C4,PUBLIC,NONE,DAY,MIXED
4075,EASTERN,KITUI,MUTOMO,E887,13317309,KALIANI MIXED DAY & BOARDING SEC,C4,PUBLIC,NONE,DAY,MIXED
4076,EASTERN,KITUI,MUTOMO,PXP5,13317113,KAWELU SEC,C4,PUBLIC,NONE,DAY,MIXED
4077,EASTERN,KITUI,MUTOMO,E8C8,13317122,KENZE SEC,C4,PUBLIC,NONE,DAY,MIXED
4078,EASTERN,KITUI,MUTOMO,YA8B,13317120,KIAMUTHWA SEC,C4,PUBLIC,NONE,DAY,MIXED
4079,EASTERN,KITUI,MUTOMO,AEL8,13317119,KIANGWA SEC,C4,PUBLIC,NONE,DAY,MIXED
4080,EASTERN,KITUI,MUTOMO,FSKY,13317110,KISAYANI SEC,C4,PUBLIC,NONE,DAY,MIXED
4081,EASTERN,KITUI,MUTOMO,GR74,13317111,KITOO SEC,C4,PUBLIC,NONE,DAY,MIXED
4082,EASTERN,KITUI,MUTOMO,N5UD,13317305,KYAANGO MIXED SEC,C4,PUBLIC,NONE,DAY,MIXED
4083,EASTERN,KITUI,MUTOMO,6VBR,13317112,KYATUNE BOYS' HIGH,C3,PUBLIC,NONE,BOARDING,BOYS
4084,EASTERN,KITUI,MUTOMO,Y9KY,13317103,KYATUNE GIRLS' SEC,C3,PUBLIC,NONE,BOARDING,GIRLS
