Serial_No,School_Code,School_Name,Category,Type,Cluster
7315,37625126,ST. ANNES DUDI GIRLS SECONDARY SCHOOL,Sub County,Girls,
7316,37627101,BUSOMBI MUSLIM MIXED,Sub County,Mixed,
7317,37627102,EJINJA MIXED DAY SECONDARY SCHOOL,Sub County,Mixed,
7318,37627104,MAKUNDA MUSLIM SECONDARY SCHOOL,Sub County,Mixed,
7319,37627105,MUNAMI SECONDARY SCHOOL,Sub County,Mixed,
7320,37627107,ST. CHARLES KHALABA SECONDARY SCHOOL,Sub County,Mixed,
7321,37627108,ST. GABRIEL'S MIRERE SECONDARY SCHOOL,Sub County,Mixed,
7322,37627110,ST. JOSEPH'S INDANGALASIA SECONDARY SCHOOL,Sub County,Mixed,
7323,37627111,ST. LUKE'S KHABUKOSHE MIXED SECONDARY SCHOOL,Sub County,Mixed,
7324,37627113,ST. MAURICE MWIRA SECONDARY SCHOOL,Sub County,Mixed,
7325,37627114,ST. PETER'S LUBANGA MIXED SECONDARY SCHOOL,Sub County,Mixed,
7326,37627115,NAMULUNGU MIXED DAY AND BOARDING,Sub County,Mixed,
7327,37627117,2 0S2T0. CKHCAPRE LSEESC'O LNUDNAGR'AYN SYCIRHOO OSEL CCOHNODICAERSY L SISCTHOOL,Sub County,Mixed,
7328,37627118,ST. JOHN'S MUKHWEYA SECONDARY SCHOOL,Sub County,Mixed,
7329,37627119,ST. MICHAEL'S ESHIRUMBWE SECONDARY SCHOOL,Sub County,Mixed,
7330,37627121,SDA MATUNGU SECONDARY SCHOOL,Sub County,Mixed,
7331,37627122,ESHIKHONDI MIXED SECONDARY SCHOOL,Sub County,Mixed,
7332,37627123,NGAIRWE SECONDARY SCHOOL,Sub County,Mixed,
7333,37627124,ST.MARYS NAMALASIRE SECONDARY SCHOOL,Sub County,Mixed,
7334,37627125,ESHIBANZE MUSLIM SECONDARY SCHOOL,Sub County,Mixed,
7335,37627126,ST. CECILIA MAKOKHWE SECONDARY SCHOOL,Sub County,Mixed,
7336,37627127,ACK ST JOSEPHS NAMBEREKEYA SEC SCHOOL,Sub County,Mixed,
7337,37627128,A.C.K ST. MARY'S EBUSAMBE SECONDARY SCHOOL,Sub County,Mixed,
7338,37627129,ST. MARK'S IMAKALE SECONDARY SCHOOL,Sub County,Mixed,
7339,37627130,ST.STEPHEN MUNGAKHA SECONDARY SCHOOL,Sub County,Mixed,
7340,37627131,EMANANI MUSLIM SECONDARY SCHOOL,Sub County,Mixed,
7341,37627132,ACK KOYONZO GIRLS SECONDARY SCHOOL,Sub County,Girls,
7342,37627133,ST EMMANUEL LUTASIO SECONDARY SCHOOL,Sub County,Mixed,
7343,37627134,ST.FRANCIS SHIYABO SECONDARY SCHOOL,Sub County,Mixed,
7344,37627135,NAMULUNGU MUSLIM SECONDARY SCHOOL,Sub County,Mixed,
7345,37627136,ST.MARY'S NAMASANDA SECONDARY SCHOOL,Sub County,Mixed,
7346,37627137,A.C.K. ST.PAUL'S MUNGORE MIXED SECONDARY SCHOOL,Sub County,Mixed,
7347,37627139,ST. JOSEPHS BULONGA SECONDARY SCHOOL,Sub County,Mixed,
7348,37627140,ST JAMES NAMAMBA GIRLS,Sub County,Girls,
7349,37631001,ST JOSEPHS KOGO SEC SCHOOL,Sub County,Mixed,
7350,37631003,ST. JUDE SEREGEYA SECONDARY SCHOOL,Sub County,Mixed,
7351,37631205,ST. PETER'S MOI'S BRIDGE SECONDARY SCHOOL,Sub County,Mixed,
7352,37631212,ST. STEPHEN'S SECONDARY SCHOOL LWANDA,Sub County,Mixed,
7353,37631304,IVUGWI SECONDARY SCHOOL,Sub County,Mixed,
7354,37631305,ST. MICHAEL KILIMANI SECONDARY SCHOOL,Sub County,Mixed,
7355,37631306,2 0S2T0. EKLCIPZEA BSEECTHO NLIDKAURYYA NSCI GHIOROLSL CSHEOCOICNEDS ALRISYT SCHOOL,Sub County,Girls,
7356,37631307,ST. JOSEPH'S LUMINO SECONDARY SCHOOL,Sub County,Mixed,
7357,37631308,HOLY CROSS SANGO GIRLS SECONDARY SCHOOL,Sub County,Girls,
7358,37631309,ALIGULA SECONDARY SCHOOL,Sub County,Mixed,
7359,37631310,MARY LUSWETI SECONDARY SCHOOL,Sub County,Mixed,
7360,37631311,ST. VERONICA MIREMBE GIRLS SECONDARY,Sub County,Girls,
7361,37631402,ST. AUGUSTINE'S SOYSAMBU SECONDARY SCHOOL,Sub County,Mixed,
7362,37631403,"FRIENDS SECONDARY SCHOOL, KONGONI",Sub County,Mixed,
7363,37631404,ST.BENEDICT LUGULU SECONDARY SCHOOL,Sub County,Mixed,
7364,37631405,MAPERA SECONDARY SCHOOL,Sub County,Mixed,
7365,37631406,NASIANDA SECONDARY SCHOOL,Sub County,Mixed,
7366,37631407,ST. FRANCIS KISIGAME SECONDARY SCHOOL,Sub County,Mixed,
7367,37631408,ST.TERESA SECONDARY SCHOOL,Sub County,Mixed,
7368,37631503,ST HENRY'S SAISI WABUGE MEMORIAL SECONDARY SCHOOL,Sub County,Mixed,
7369,37631504,MATUNDA S. A SECONDARY SCHOOL,Sub County,Mixed,
7370,37631507,FRIENDS SECONDARY SCHOOL BINYENYA,Sub County,Mixed,
7371,37631510,FRIENDS SECONDARY SCHOOL MBURURU,Sub County,Mixed,
7372,37631513,FRIENDS SECONDARY SCHOOL MATISI,Sub County,Mixed,
7373,37631514,ST. JOSEPH'S NYOROTIS SECONDARY SCHOOL,Sub County,Mixed,
7374,37631515,ST. JOHN'S SECONDARY SCHOOL MTONI,Sub County,Mixed,
7375,37631516,ST. HENRY'S SAISI WABUGE GIRLS SECONDARY SCHOOL,Sub County,Girls,
7376,37631517,MWIBA S.A SECONDARY SCHOOL,Sub County,Mixed,
7377,37631518,ST.PETERS MOI'S BRIDGE GIRLS SECONDARY SCHOOL,Sub County,Girls,
7378,37631519,ESHIKULU GIRLS SECONDARY SCHOOL,Sub County,Girls,
7379,37632102,FRIENDS MIXED SECONDARY SCHOOL MUSAGA,Sub County,Mixed,
7380,37632104,NAVAKHOLO SECONDARY SCHOOL,Sub County,Mixed,
7381,37632105,SIRIGOI SECONDARY SCHOOL,Sub County,Mixed,
7382,37632106,SIVILIE SECONDARY SCHOOL,Sub County,Mixed,
7383,37632107,2 0S2T0. CKACRPEO LSIE LCWOANNDGAAR YL USTCAHSOOO SL ECCHOONICDEASR LYIS STCHOOL,Sub County,Mixed,
7384,37632108,ST. THOMAS AQUINAS BUCHANGU SECONDARY SCHOOL,Sub County,Mixed,
7385,37632109,FRIENDS SECONDARY SCHOOL-SIMULI,Sub County,Mixed,
7386,37632201,BUHAYI MUSLIM SECONDARY SCHOOL,Sub County,Mixed,
7387,37632202,MUNGAKHA FRIENDS' SECONDARY SCHOOL,Sub County,Mixed,
7388,37632203,NAMUNDERA MIXED SECONDARY SCHOOL,Sub County,Mixed,
7389,37632204,SIDIKHO SECONDARY SCHOOL,Sub County,Mixed,
7390,37632205,SISOKHE SECONDARY SCHOOL,Sub County,Mixed,
7391,37632206,ST. JOHN'S BUDONGA SECONDARY SCHOOL,Sub County,Mixed,
7392,37632208,ST. PAUL'S MIXED SECONDARY SCHOOL LWAKHUPA,Sub County,Mixed,
7393,37632209,NANG'ANDA SECONDARY SCHOOL,Sub County,Mixed,
7394,37632210,ST. RAPHAEL'S BURANGASI SECONDARY,Sub County,Mixed,
7395,37632211,NAMBACHA MIXED SECONDARY,Sub County,Mixed,
7396,37632301,BUSHILI SECONDARY SCHOOL,Sub County,Mixed,
7397,37632302,EMATIHA SECONDARY SCHOOL,Sub County,Mixed,
7398,37632303,ESUMEYIA SECONDARY SCHOOL,Sub County,Mixed,
7399,37632305,SHIKOMARI SECONDARY SCHOOL,Sub County,Mixed,
7400,37632306,SHINOYI SECONDARY SCHOOL,Sub County,Mixed,
7401,37632307,ST PAUL'S EMULAKHA SECONDARY SCHOOL,Sub County,Mixed,
7402,37632308,ST MARY'S EBUTENJE GIRLS SECONDARY SCHOOL,Sub County,Girls,
7403,37632310,ST. TERESA'S EBUMAMU SECONDARY SCHOOL,Sub County,Mixed,
7404,37634301,A.C.K ST.PETER'S KHABAKAYA SECONDARY SCHOOL,Sub County,Mixed,
7405,37634302,EBUBOLE SECONDARY SCHOOL,Sub County,Mixed,
7406,37634303,ELUCHE SECONDARY SCHOOL,Sub County,Mixed,
7407,37634304,EPANJA SECONDARY SCHOOL,Sub County,Mixed,
7408,37634305,ISONGO SECONDARY SCHOOL,Sub County,Mixed,
7409,37634306,KAMASHIA SECONDARY SCHOOL,Sub County,Mixed,
7410,37634308,MAHOLA MIXED SECONDARY SCHOOL,Sub County,Mixed,
7411,37634309,2 0M2A0K KUCNPGEA S SECEOCNONDDAARRY YS CSHCOHOOLO CLHOICES LIST,Sub County,Mixed,
7412,37634310,MUSANGO SECONDARY SCHOOL,Sub County,Mixed,
7413,37634311,ST.LUKES SHANDEREMA A.C.K MIXED SECONDARY SCHOOL,Sub County,Mixed,
7414,37634312,SHITOTO GIRLS' SECONDARY SCHOOL,Sub County,Girls,
7415,37634313,ST ANNES INDANGALASIA SECONDARY SCHOOL,Sub County,Mixed,
7416,37634314,ST JOHN 'S KHAIMBA SECONDARY SCHOOL,Sub County,Mixed,
7417,37634315,ST.JOSEPH'S SHIBINGA 'W' MIXED DAY SEC. SCHOOL,Sub County,Mixed,
7418,37634317,ST. MATHEW'S MUNG'ANG'A SECONDARY SCHOOL,Sub County,Mixed,
7419,37634318,ST. MICHAEL'S - EMAKHWALE SECONDARY,Sub County,Mixed,
7420,37634319,ST.PATRICK'S EBUBERE MIXED SECONDARY SCHOOL,Sub County,Mixed,
7421,37634320,ST. PAUL'S EBUSIA SECONDARY SCHOOL.,Sub County,Mixed,
7422,37634322,ST.PETER'S KHAUNGA SECONDARY SCHOOL,Sub County,Mixed,
7423,37634323,ST PHILIP'S EBWALIRO SECONDARY SCHOOL,Sub County,Mixed,
7424,37634324,ST.STEPHEN A.C.K ESHIAKHULO SECONDARY SCHOOL,Sub County,Mixed,
7425,37634325,ST.STEPHEN'S MARABA MIXED DAY SECONDARY SCHOOL,Sub County,Mixed,
7426,37634326,ST. TERESAS BUMINI SECONDARY SCHOOL,Sub County,Mixed,
7427,37634327,ST.TERESA ESHISENYE GIRLS SECONDARY SCHOOL,Sub County,Girls,
7428,38604103,CHANGO SECONDARY SCHOOL,Sub County,Mixed,
7429,38604104,CHAVAVO SECONDARY SCHOOL,Sub County,Mixed,
7430,38604105,IDELERI SECONDARY SCHOOL,Sub County,Mixed,
7431,38604110,KERONGO SECONDARY SCHOOL,Sub County,Mixed,
7432,38604111,MAGUI SECONDARY SCHOOL,Sub County,Mixed,
7433,38604112,VIGINA SECONDARY SCHOOL,Sub County,Mixed,
7434,38604113,C.E.C.A INYANZA SECONDARY SCHOOL,Sub County,Mixed,
7435,38604114,GILWATSI SECONDARY SHOOL,Sub County,Mixed,
7436,38604115,MASANA SECONDARY SCHOOL,Sub County,Mixed,
7437,38604116,CHAMBITI SECONDARY SCHOOL,Sub County,Mixed,
7438,38604117,KIDINYE FRIENDS SECONDARY,Sub County,Mixed,
7439,38604118,2 0F2R0IE KNCDPSE SSCECHOONODL AGRAYV ASCLHAGOIOL CHOICES LIST,Sub County,Mixed,
7440,38604119,FRIENDS SCHOOL WOMULALU,Sub County,Mixed,
7441,38604121,KISIENYA S.A. SECONDARY SCHOOL,Sub County,Mixed,
7442,38604122,MKOMBOZI CHANZU INGIDI FRIENDS SECONDARY,Sub County,Mixed,
7443,38604123,CHANDOLO SALVATION ARMY SECONDARY SCHOOL,Sub County,Mixed,
7444,38604125,MATSIGULU FRIENDS SECONDARY SCHOOL,Sub County,Mixed,
7445,38604126,KITUMBA P. A.G MIXED DAY SECONDARY SCHOOL,Sub County,Mixed,
7446,38604127,IDAVAGA MUSLIM SECONDARY SCHOOL,Sub County,Mixed,
7447,38604128,KIDUNDU SECONDARY SCHOOL,Sub County,Mixed,
7448,38604129,FRIENDS SCHOOL EMANDA SECONDARY SCHOOL,Sub County,Mixed,
7449,38604130,FRIENDS SCHOOL IKUMBA SECONDARY,Sub County,Mixed,
7450,38618104,EBUSILOLI SECONDARY SCHOOL,Sub County,Mixed,
7451,38618110,EBUKHAYA SECONDARY SCHOOL,Sub County,Mixed,
7452,38618112,MWITUHA SECONDARY SCHOOL,Sub County,Mixed,
7453,38618114,EMATSULI SECONDARY SCHOOL,Sub County,Mixed,
7454,38618117,EMMUKUNZI SECONDARY SCHOOL,Sub County,Mixed,
7455,38618203,EBUYALU SECONDARY SCHOOL,Sub County,Mixed,
7456,38618206,ES'SABA SECONDARY SCHOOL,Sub County,Mixed,
7457,38618208,EMANYINYA SECONDARY SCHOOL,Sub County,Mixed,
7458,38618210,EBUKANGA SECONDARY SCHOOL,Sub County,Mixed,
7459,38618211,ESIBILA SECONDARY SCHOOL,Sub County,Mixed,
7460,38618216,ST. PETER'S ITUMBU SECONDARY SCHOOL,Sub County,Mixed,
7461,38618218,EBUKOOLO SECONDARY SCHOOL,Sub County,Mixed,
7462,38618220,MUNGOYE SECONDARY SCHOOL,Sub County,Mixed,
7463,38618222,ESSUNZA SECONDARY SCHOOL,Sub County,Mixed,
7464,38619105,DR MAURICE DANG'ANA SECONDARY SCHOOL,Sub County,Mixed,
7465,38619106,STANLEY GODIA SECONDARY SCHOOL-GIVOGI,Sub County,Mixed,
7466,38619107,GIVOLE SECONDARY SCHOOL,Sub County,Mixed,
7467,38619108,2 0K2A0P SKCOPTEIK S SECEOCONNDDAARRYY S CSHCOHOOOL LCHOICES LIST,Sub County,Mixed,
7468,38619110,MUSEYWA SECONDARY SCHOOL,Sub County,Mixed,
7469,38619111,GISAMBAI SECONDARY SCHOOL,Sub County,Mixed,
7470,38619112,GAVUDUNYI SECONDARY SCHOOL,Sub County,Mixed,
7471,38619113,IVOLA SECONDARY SCHOOL,Sub County,Mixed,
7472,38619114,GIMENGWA SECONDARY SCHOOL,Sub County,Mixed,
7473,38619115,KAPCHEMUGUNG SECONDARY SCHOOL,Sub County,Mixed,
7474,38619116,GAMALENGA SECONDARY SCHOOL,Sub County,Mixed,
7475,38619117,GIMARIANI MIXED SECONDARY SCHOOL,Sub County,Mixed,
7476,38619118,MUHAYA SECONDARY SCHOOL,Sub County,Mixed,
7477,38619119,F S GEORGE KHANIRI JEPKOYAI SECONDARY SCHOOL,Sub County,Mixed,
7478,38619120,SIMBI SECONDARY SCHOOL,Sub County,Mixed,
7479,38619121,LWOMBEI SECONDARY SCHOOL,Sub County,Mixed,
7480,38619122,FRIENDS GAMOI SECONDARY SCHOOL,Sub County,Mixed,
7481,38619123,FRIENDS MUSIRI SECONDARY,Sub County,Mixed,
7482,38619124,KITAGWA MIXED SECONDARY SCHOOL,Sub County,Mixed,
7483,38619125,ST. VERONICA KIMARAN GIRLS SECONDARY,Sub County,Girls,
7484,38619126,KINU FRIENDS SECONDARY SCHOOL,Sub County,Mixed,
7485,38619127,ST. STEPHEN'S SECONDARY SCHOOL- CHEPSAGA,Sub County,Mixed,
7486,38619128,MALINDA SECONDARY SCHOOL,Sub County,Mixed,
7487,38619129,DR. GIMOSE SECONDARY SCHOOL - JEVIRIRI,Sub County,Mixed,
7488,38619130,FRIENDS SECONDARY SCHOOL GIDAGADI,Sub County,Mixed,
7489,38619205,MUHUDU SECONDARY SCH00L,Sub County,Mixed,
7490,38619206,KAPTIK SECONDARY SCHOOL,Sub County,Mixed,
7491,38619208,MAKUCHI SECONDARY SCHOOL,Sub County,Mixed,
7492,38619209,ISHIRU SECONDARY SCHOOL,Sub County,Mixed,
7493,38619210,FRIENDS SECONDARY SCHOOL SHAMAKHOKHO,Sub County,Mixed,
7494,38619211,GEORGE KHANIRI SECONDARY SCHOOL - KAPTISI,Sub County,Mixed,
7495,38619213,2 0C2H0E KPCTPEEC HSE SCEOCNODNADRAYR SYC SHCOHOOLO CLHOICES LIST,Sub County,Mixed,
7496,38619214,CHEBUNAYWA S A SECONDARY SCHOOL,Sub County,Mixed,
7497,38619215,BUMIRA SECONDARY SCHOOL,Sub County,Mixed,
7498,38619216,ST. PETER'S ERUSUI MIXED SECONDARY SCHOOL,Sub County,Mixed,
7499,38619217,SAMSON M'MAITSI SECONDARY SCHOOL MUNGAVO,Sub County,Mixed,
7500,38619218,FRIENDS KISASI SECONDARY SCHOOL,Sub County,Mixed,
7501,38619219,FRIENDS SECONDARY SCHOOL - BUMUYANGE,Sub County,Mixed,
7502,38619220,PAG KAMULUGUYWA SECONDARY SCHOOL,Sub County,Mixed,
7503,38619221,FRIENDS SECONDARY SCHOOL - MUYERE,Sub County,Mixed,
7504,38622103,BUGINA SECONDARY SCHOOL,Sub County,Mixed,
7505,38622106,JEMOVO SECONDARY SCHOOL,Sub County,Mixed,
7506,38622108,KIVAGALA SECONDARY SCHOOL,Sub County,Mixed,
7507,38622109,LUSENGELI SECONDARY SCHOOL,Sub County,Mixed,
7508,38622110,FRIENDS SCHOOL WANGULU SECONDARY SCHOOL,Sub County,Mixed,
7509,38622111,KAPSAMBO SECONDARY SCHOOL,Sub County,Mixed,
7510,38622112,KISANGULA SECONDARY SCHOOL,Sub County,Mixed,
7511,38622114,ST. MARK ORTHODOX SCHOOL - CHAVOGERE,Sub County,Mixed,
7512,38622115,GAIGEDI SECONDARY SCHOOL,Sub County,Mixed,
7513,38622116,FRIENDS SCHOOL MULUNDU SECONDARY,Sub County,Mixed,
7514,38622117,DIGULA SECONDARY SCHOOL,Sub County,Mixed,
7515,38622118,NABWANI P.A.G SECONDARY SCHOOL,Sub County,Mixed,
7516,38622119,BUDAYWA FRIENDS SECONDARY SCHOOL,Sub County,Mixed,
7517,38622204,BUKULUNYA SECONDARY SCHOOL,Sub County,Mixed,
7518,38622205,FRIENDS SCHOOL CHANDUMBA,Sub County,Mixed,
7519,38622206,DEMESI SECONDARY SCHOOL,Sub County,Mixed,
7520,38622208,VIYALO SECONDARY SCHOOL,Sub County,Mixed,
7521,38622209,MUKINGI SECONDARY SCHOOL,Sub County,Mixed,
7522,38622210,ST. PAUL'S MUSALIA HIGH SCHOOL,Sub County,Mixed,
7523,38622212,2 0T2S0IM KBCAPLEO S SECEOCNONDDAARRY YS CSHCOHOOLO CLHOICES LIST,Sub County,Mixed,
7524,38622213,FRIENDS TECHNICAL SECONDARY SCHOOL-MUNOYWA,Sub County,Mixed,
7525,38622214,IVONA SECONDARY SCHOOL,Sub County,Mixed,
7526,38622216,A.C.K HOMBALA SECONDARY SCHOOL,Sub County,Mixed,
7527,38622217,BO YUSUF SECONDARY SCHOOL,Sub County,Mixed,
7528,38622218,EL'LONGO P.A.G. SECONDARY SCHOOL,Sub County,Mixed,
7529,38622219,EVOJO PAG SECONDARY SCHOOL,Sub County,Mixed,
7530,38622220,FRIENDS SCHOOL KEGONDI SECONDARY,Sub County,Mixed,
7531,38633203,EBWALI SECONDARY SCHOOL,Sub County,Mixed,
7532,38633206,ESSONG'OLO SECONDARY SCHOOL,Sub County,Mixed,
7533,38633207,EBULONGA SECONDARY SCHOOL,Sub County,Mixed,
7534,38633208,EMMATSI SECONDARY SCHOOL,Sub County,Mixed,
7535,38633209,HOBUNAKA GIRLS SECONDARY SCHOOL,Sub County,Girls,
7536,38633211,EKWANDA SECONDARY SCHOOL,Sub County,Mixed,
7537,38633212,EBUSYUBI SECONDARY SCHOOL,Sub County,Mixed,
7538,38633213,MUMBOHA SECONDARY SCHOOL,Sub County,Mixed,
7539,38633214,ESIBEYE SECONDARY SCHOOL,Sub County,Mixed,
7540,38633215,ESIANDUMBA SECONDARY SCHOOL,Sub County,Mixed,
7541,38633216,KHWILIBA SECONDARY SCHOOL,Sub County,Mixed,
7542,38633217,EBWIRANYI SECONDARY SCHOOL,Sub County,Mixed,
7543,38633218,EKAMANJI SECONDARY SCHOOL,Sub County,Mixed,
7544,38633219,EBUSSAMBA SECONDARY SCHOOL,Sub County,Mixed,
7545,38633222,MULWAKHI SECONDARY SCHOOL,Sub County,Mixed,
7546,38633223,KAYILA MIXED SECONDARY SCHOOL,Sub County,Mixed,
7547,39701001,KASAGAM SECONDARY SCHOOL,Sub County,Mixed,
7548,39701002,OBWOLO MIXED SECONDARY SCHOOL,Sub County,Mixed,
7549,39701004,NYAMASARIA SECONDARY SCHOOL,Sub County,Mixed,
7550,39701005,OKOK MIXED SECONDARY SCHOOL,Sub County,Mixed,
7551,39701006,2 0S2T0.A KLCLPOEY SSE MCAOYNEDNAYRAY S SECCHOONODLA CRHYO SICCEHSO LOISLT,Sub County,Mixed,
7552,39701008,ST ALBERT ANGIRA SECONDARY SCHOOL,Sub County,Mixed,
7553,39701009,NYALUNYA MIXED SECONDARY SCHOOL,Sub County,Mixed,
7554,39701010,ST. PETER'S KINDU SECONDARY SCHOOL,Sub County,Mixed,
7555,39701011,ORONGO MIXED SECONDARY SCHOOL,Sub County,Mixed,
7556,39701014,G.P. OWITI CHIGA MIXED SECONDARY SCHOOL,Sub County,Mixed,
7557,39701015,GOT NYABONDO SECONDARY SCHOOL,Sub County,Mixed,
7558,39701018,ST. DOMINIC BUKNA SECONDARY SCHOOL,Sub County,Mixed,
7559,39701019,RENJA MIXED SECONDARY SCHOOL,Sub County,Mixed,
7560,39701038,KIBOS SECONDARY SCHOOL,Sub County,Mixed,
7561,39713003,ST. CHRISTOPHER AYWEYO R. C. MIXED SECONDARY SCHOO,Sub County,Mixed,
7562,39713004,BUNDE MIXED SECONDARY SCHOOL,Sub County,Mixed,
7563,39713005,ST. CAMULUS OGWEDHI MIXED SEC SCHOOL,Sub County,Mixed,
7564,39713010,ST.ALEX AYUCHA SECONDARY SCHOOL,Sub County,Mixed,
7565,39713011,OREN MIXED SECONDARY SCHOOL,Sub County,Mixed,
7566,39713012,ST. PETER'S KONIM MIXED SECONDARY SCHOOL,Sub County,Mixed,
7567,39713013,OKANJA MIXED SECONDARY SCHOOL,Sub County,Mixed,
7568,39713014,PALA MIXED SECONDARY SCHOOL,Sub County,Mixed,
7569,39713015,ST.MICHAELS WANG'ANG'A SECONDARY SCHOOL,Sub County,Mixed,
7570,39713016,AWASI P.A.G. GIRLS' SECONDARY SCHOOL,Sub County,Girls,
7571,39713017,APONDO MIXED DAY SECONDARY SCHOOL,Sub County,Mixed,
7572,39713018,KOWUOR SECONDARY SCHOOL,Sub County,Mixed,
7573,39713019,KARANDA MIXED SECONDARY SCHOOL,Sub County,Mixed,
7574,39713020,DISI SECONDARY SCHOOL,Sub County,Mixed,
7575,39713025,NDURU MIXED SECONDARY SCHOOL,Sub County,Mixed,
7576,39713026,LELA SECONDARY SCHOOL,Sub County,Mixed,
7577,39713027,ALENDU SECONDARY SCHOOL,Sub County,Mixed,
7578,39713028,AROMBO MIXED SECONDARY SCHOOL,Sub County,Mixed,
7579,39713030,2 0N2Y0A KKCAPKEA NSEAC MOINXEDDA RSYE CSCOHNODOARL YC HSOCIHCOESO LLIST,Sub County,Mixed,
7580,39713031,ONG'ECHE MIXED SECONDARY SCHOOL,Sub County,Mixed,
7581,39713032,KOBURA GIRLS' SECONDARY SCHOOL,Sub County,Girls,
7582,39713033,KANYAGWAL MIXED SECONDARY SCHOOL,Sub County,Mixed,
7583,39713034,ODIENYA MIXED DAY SECONDARY SCHOOL,Sub County,Mixed,
7584,39713036,KOLAL MIXED SECONDARY SCHOOL,Sub County,Mixed,
7585,39713037,RANJIRA MIXED SECONDARY SCHOOL,Sub County,Mixed,
7586,39713038,KANDARIA MIXED SECONDARY SCHOOL,Sub County,Mixed,
7587,39713039,ST TERESA'S WAWIDHI GIRLS SECONDARY SCHOOL,Sub County,Girls,
7588,39713040,NYALENDA GIRLS SECONDARY SCHOOL,Sub County,Girls,
7589,39713042,RERU A.I.C SECONDARY SCHOOL,Sub County,Mixed,
7590,39713043,OMBAKA MIXED SECONDARY SCHOOL,Sub County,Mixed,
7591,39713044,ONJIKO KOBONGO MIXED SECONDARY SCHOOL,Sub County,Mixed,
7592,39713045,KANYANG'ORO MIXED SECONDARY SCHOOL,Sub County,Mixed,
7593,39713046,ST.CHARLES LWANGA NYAMKEBE SECONDARY SCHOOL,Sub County,Mixed,
7594,39714103,ALWALA MIXED SECONDARY SCHOOL,Sub County,Mixed,
7595,39714104,BONDE MIXED SECONDARY SCHOOL,Sub County,Mixed,
7596,39714105,ALUNGO MIXED SECONDARY SCHOOL,Sub County,Mixed,
7597,39714107,DIEMO MIXED SECONDARY SCHOOL,Sub County,Mixed,
7598,39714108,RAPOGI SECONDARY SCHOOL,Sub County,Mixed,
7599,39714109,MAYIEKA MIXED SECONDARY SCHOOL,Sub County,Mixed,
7600,39714110,KADERO SUNRISE SECONDARY,Sub County,Mixed,
7601,39714112,OMUYA MIXED SECONDARY SCHOOL,Sub County,Mixed,
7602,39714114,ST. JOHNS NGUTU SECONDARY SCHOOL,Sub County,Mixed,
7603,39714115,BISHOP ABIERO ORUGA MIXED SECONDARY SCHOOL,Sub County,Mixed,
7604,39714116,NYAWANGA SECONDARY SCHOOL,Sub County,Mixed,
7605,39714117,NYAMGUN MIXED SECONDARY SCHOOL,Sub County,Mixed,
7606,39714118,ADUONG MONGE SECONDARY SCHOOL,Sub County,Mixed,
7607,39714119,2 0S2T0 P KACUPLE'S S BEACROKNODRAWRYA SSCEHCOOONLD CAHROY ISCCESH OLIOSTL,Sub County,Mixed,
7608,39714120,BISHOP OKOTH MIRANGA SECONDARY SCHOOL,Sub County,Mixed,
7609,39714121,ORANDO MIXED SECONDARY SCHOOL,Sub County,Mixed,
7610,39714122,MARIWA MIXED SECONDARY SCHOOL,Sub County,Mixed,
7611,39714123,RATTA MIXED SECONDARY SCHOOL,Sub County,Mixed,
7612,39714124,KITMIKAYI MIXED SECONDARY SCHOOL,Sub County,Mixed,
7613,39714125,ST.PETER'S KAJULU SECONDARY SCHOOL,Sub County,Mixed,
7614,39714127,ASOL MIXED SECONDARY SCHOOL,Sub County,Mixed,
7615,39714128,PROF ANYANG' NYONG'O SECONDARY SCHOOL,Sub County,Mixed,
7616,39714129,MANYWANDA SECONDARY SCHOOL,Sub County,Mixed,
7617,39714130,NDURU KADERO GIRLS SECONDARY SCHOOL,Sub County,Girls,
7618,39714131,KORWENJE SECONDARY SCHOOL,Sub County,Mixed,
7619,39714133,ENGINEER OWITI ABOL GIRLS' SECONDARY SCHOOL,Sub County,Girls,
7620,39714134,NYATIGO MIXED SECONDARY SCHOOL,Sub County,Mixed,
7621,39714135,RANEN GIRLS SECONDARY SCHOOL,Sub County,Girls,
7622,39733101,CHERWA MIXED SECONDARY SCHOOL,Sub County,Mixed,
7623,39733102,KANDARIA MIXED SECONDARY SCHOOL,Sub County,Mixed,
7624,39733103,LISANA SECONDARY SCHOOL,Sub County,Mixed,
7625,39733104,MAGUNGA SECONDARY SCHOOL,Sub County,Mixed,
7626,39733105,MORO MIXED SECONDARY SCHOOL,Sub County,Mixed,
7627,39733106,NYABOLA MIXED SECONDARY SCHOOL,Sub County,Mixed,
7628,39733109,RAGEN A.I.C. MIXED SECONDARY SCHOOL,Sub County,Mixed,
7629,39733110,ST ALOYS GEM SECONDARY SCHOOL,Sub County,Mixed,
7630,39733111,ST. CHARLES LWANGA NDORI SECONDARY SCOOL,Sub County,Mixed,
7631,39733113,URUDI MIXED SECONDARY SCHOOL,Sub County,Mixed,
7632,39733115,OREMO MIXED SECONDARY SCHOOL,Sub County,Mixed,
7633,39733116,OLWALO MIXED SECONDARY SCHOOL,Sub County,Mixed,
7634,39733117,ST.LAWRENCE KOGOLA SECONDARY SCHOOL,Sub County,Mixed,
7635,39733118,2 0P2A0W KTCEPNEG SEE SCOECNODNADRAYR SYC HSOCHOOL OCLHOICES LIST,Sub County,Mixed,
7636,39733201,AGAI MIXED SECONDARY SCHOOL,Sub County,Mixed,
